content_id,date_str,from_url,month,day,year,content_title_clean,content_body_clean,content_src_url
1756,10/6/17,,12,31,2099,Is There Any Reason Not to Get a Flu Shot?,"Q. Is there any reason someone should not get a flu shot?  A. Health officials urge all Americans 6 months and older to get an annual flu shot — except for those who have ever had a severe or life-threatening allergic reaction to an influenza vaccine or vaccine component. Individuals who have had severe allergic reactions to a flu vaccine “should not get the vaccine again,” said Dr. Lisa Grohskopf, a medical officer with the Centers for Disease Control and Prevention.  For years, people with egg allergies were also warned to avoid flu shots, since eggs were used to help make the vaccine. But the current recommendation is to go ahead and be vaccinated, Dr. Grohskopf said. Though eggs may still be used in the manufacturing process, the amount of egg protein present in the vaccine is so small it is unlikely to cause a reaction, Dr. Grohskopf said. Even when someone has a severe egg allergy, she said, “we still recommend they be vaccinated, but have it done in a medical setting with a provider present, who can recognize and manage an emergency reaction.” Influenza vaccination is also recommended during pregnancy, to protect both the mother and baby.",https://www.nytimes.com/2017/10/06/well/live/is-there-any-reason-not-to-get-a-flu-shot.html
1763,8/5/19,,12,31,2099,This cartoon explains why predicting a mass shooting is impossible,"In the wake of mass shootings, many people wonder how they could have been prevented. Were there warning signs that should have been heeded? Was the person mentally ill? Did he or she hold extremist views?  It’s a question we’re bound to ask after awful attacks like the school shooting in Parkland, Florida, that left 17 dead. President Donald Trump’s response, in part, was to call for increased focus on mental health care to potentially prevent similar attacks. (Though, as Dylan Matthews explains, it’s largely a myth that poor mental health is associated with mass violence.)  The sad truth is that the only personal factors that reliably correlate with mass shooters are being young and being male. There are a lot of angsty young men in this country. That makes prediction hard.  But what makes prediction even harder is just how rare these instances of mass shooting are. Yes, America has a gun violence problem. But the vast majority of people will never commit such a crime. Even if we said one in a million people will become mass murderers, that would be too high an estimate. There are 323 million people in the United States.  The fact that there are so few mass shooters and so many more harmless people makes it actually mathematically impossible to predict who might become a mass shooter.  New York magazine’s Jesse Singal made this point after the shooting at Umpqua Community College in 2015. “It would be nice to think we could sidestep the gun-control issues,” he wrote, and focus on quantifying the mental health and behavioral warning signs in would-be shooters.  But that would be an exercise in futility. Last year, Sanjay Srivastava, a psychologist at the University of Oregon, walked us through a thought experiment to consider.  ”Even with very good detection procedures, when you’re talking about rare events, [prediction models] do not work the way you might think,” he said.  Even a prediction model that’s 99 percent accurate would be of no use.  Let’s see why.  Imagine scientists invent a machine that can predict who will commit an act of terrorism or mass murder  This is science fiction, clearly. But if we could invent such a machine, we’d want it to analyze the intricate regions of a person’s brain and then determine his intent and willingness to commit a mass crime.  In addition to mind reading, we’d want it to track a person’s online behavior, social connections, and purchasing decisions and use that data to determine who is a would-be mass killer.  For the purposes of this example, let’s assume it works absurdly well.  This machine is 99 percent accurate  This 99 percent accuracy is also science fiction. We’re not even that good at predicting the weather, let alone the complexities of human behavior.  But you’d have faith in a system that was 99 percent accurate, wouldn’t you?  It would mean that it would correctly identify mass shooters 99 percent of the time and correctly identify peaceful citizens 99 percent of the time.  This sounds pretty good. Let’s see how well it analyzes 100,000 people.  Let’s assume that there’s actually one future mass shooter lurking in this group of 100,000 people.  The machine is 99 percent accurate, so it labels 99 percent of these “harmless” people correctly. Hooray!  More good news: The machine should also theoretically correctly identify the mass shooter.  So from our initial group of 100,000 people, we’re left with a list of 1,001 potential mass shooters  What? I thought this thing was 99 percent accurate! What junk!  Well, it is 99 percent accurate. But that means it will falsely label one out of every 100 people a mass shooter.  In a group of 100,000 people, we’d be left with 1,001 potential mass shooters: 1,000 false positives and one correct guess.  It’s likely the machine did correctly guess who the mass shooter will be. But he’s hidden among the false positives.  If we ran this machine on all US citizens, it would identify around 3.2 million people as mass shooters  What does the government do with this information? Monitor all 3.2 million potential killers? Wiretap all their homes?  This isn’t feasible.  In the wake of the horrendous shooting in Norway in 2011 that left more than 70 people dead, the Swedish Defense Research Agency looked into whether it would be possible to monitor social media to identify would-be mass shooters. Here’s what the agency wrote in a 2014 paper:  To produce fully automatic computer tools for detecting lone wolf terrorists on the Internet is, in our view, not possible, both due to the enormous amounts of data (which is only partly indexed by search engines) and due to the deep knowledge that is needed to really understand what is discussed or expressed in written text or other kinds of data available on the Internet, such as videos or images.  The lesson here is that it’s much easier to look backward and assume the warning signs were there and could have been spotted.  ”But that’s going the wrong way — it’s hindsight, not prediction,” Srivastava said.  ”Spend some time online and realize just how many young men there are saying angry things on the internet. Which ones are really dangerous, and which ones are just exercising their constitutional right to say angry things? The math just isn’t on your side.”  Prediction won’t work, so what will? Well, there’s an answer, but it’s not going to make a lot of people happy. Considering the mathematical hurdles of predicting killers, maybe stricter gun control is actually the easier option to reduce gun violence.",https://www.vox.com/2016/6/15/11934794/cartoon-predicting-a-mass-shooting-mathematically-impossible
1771,10/9/17,,12,31,2099,North Korea: What would a nuclear attack look like?,"One single reliable warhead fired by North Korea could destroy densely populated cities, killing millions.  Those who aren’t killed in a nuclear blast would be left with devastating injuries while their cities would be flattened with vital infrastructure destroyed.  A detailed analysis by 38 North, at the US-Korea Institute at Johns Hopkins School of Advanced International Studies, has revealed what would happen if Kim Jong-un did the unthinkable and actually fired a nuclear weapon.  In A Hypothetical Nuclear Attack on Seoul and Tokyo: The Human Cost of War on the Korean Peninsula, Michael J Zagurek paints a terrifying picture of the damage it could cause.  Assuming North Korea has 25 operational nuclear weapons with warhead yield ranges from 15 to 250 kilotons timed for airburst at optimal altitude, Zagurek runs through seven different scenarios.  The warhead yield ranges are based on current and possible future capabilities and the estimates of casualties were also based on the size of the city and population density.  In the most extreme estimate of a 250kt weapon being used, Seoul and Incheon which has a combined population of 24,105,000 would have 783,197 fatalities, and 2,778,009 injuries.  Tokyo and Yokohama with a combined population of 37,900,000 would have 697,665 fatalities and 2,474,627 injuries.  Maps showing four blast areas from a 250 kt airburst detonation also show how far the fallout and blast would reach.  North Korea has launched 98 ballistic missiles since 2011, including 19 this year.  However it remains unclear exactly how many warheads it possesses and how advanced they are.  Nuclear disarmament campaigner John Hallam said the analysis was fairly authoritative.  Mr Hallam speculated the DPRK (Democratic People’s Republic of Korea) had between 40 and 60 warheads.  He also said he believed it will be a while before North Korea hit its nuclear goals.  “I’m also inclined to think that it will be a while before they fit a 250Kt warhead to more than one or two rockets,” he said.  “So 38 North analysis being based to a large extent on smaller warheads is not unreasonable — but the number of larger warheads will clearly rise over time.”  Mr Hallam said it was reasonable to assume Seoul and Tokyo were obvious targets but the analysis didn’t include an ability to strike US west coast cities.  “If that ability does exist, then it’s also possible for them to strike Sydney, which doesn’t mean they necessarily will — the highest priority target in Australia, indeed almost in the world — is Pine Gap, critical for US command and control,” he said.  “If US cities become part of the equation which they will in a year or two if they are not now, then that body count will be higher.”  He also pointed out the analysis didn’t take into account US President Donald Trump’s threat to wipe out the DPRK, which would increase the body count even further.  Mr Hallam said there would also be fallout which would also add to the huge casualty toll.  “It would be necessary to take into account the effects of fallout drifting in one direction all over South Korea, and in the other direction, into Manchuria,” he said.  “Maybe once Seoul has been leveled, which can be done without use of nukes at all, a little fallout from the rubble bouncing in the DPRK is of lesser consequence, but it needs to be taken into account somehow.”  Meanwhile Mr Trump said his administration’s goal was for North Korea to denuclearise.  “We cannot allow this dictatorship to threaten our nation or our allies with unimaginable loss of life,” he said.  “We will do what we must do to prevent that from happening. And it will be done, if necessary, believe me.”  The President had been discussing Iran and North Korea with US military leaders and posed for a photo with them before declaring the moment “the calm before the storm”.  “You guys know what this represents?” Mr Trump said after journalists gathered in the White House state dining room to photograph him and First Lady Melania Trump with the uniformed military leaders and their spouses.  “Maybe it’s the calm before the storm,” he said.  When asked what storm, Mr Trump replied: “You’ll find out.”  - with Reuters  This story originally appeared in news.com.au.",http://www.foxnews.com//tech/2017/10/09/north-korea-what-would-nuclear-attack-look-like.html
1773,10/9/17,,12,31,2099,The placebo effect has an evil twin that makes you feel pain,"The placebo effect is one of the most mystifying phenomena in medicine. When we expect a pill to make us feel better, it does. If we see others get better while using a medicine, we will too.  Doctors even see a placebo response in patients who are told they are on a placebo. And the more invasive, expensive, and drastic the placebo intervention, the greater the healing effect. Fake surgeries — where doctors make some incisions but don’t actually change anything — make people feel better than placebo pills alone.  But the placebo effect has an evil twin: the nocebo. It can kick in when negative expectations steer our experience of symptoms and create side effects where none should occur.  This means, incredibly, that you can get side effects from a sugar pill. And sometimes these side effects are so severe that patients drop out of clinical trials, as a 2013 paper in Nature Reviews explains. A review of fibromyalgia drug trials revealed that 72 percent of people who left the trial did so because they felt severe side effects while on placebo.  Or take statins, the most prescribed class of drug in America. They work to lower blood cholesterol and help prevent heart attacks. But people commonly report muscle aches while on the drug. Sometimes the aches are painful enough that people stop taking the drugs, which then puts them at risk for heart disease. Evidence suggests that the muscle aches might be a big nocebo.  There’s been a lot of recent scientific work trying to find ways to maximize the placebo effect, so that doctors can squeeze out the maximum therapeutic benefit from drugs. But scientists are also learning there are ways to minimize or maximize the nocebo effect too.  A fascinating October study in Science shows one possible way: When patients are led to believe one drug is less expensive than another, they’re also less likely to report painful side effects.  How expensive-looking packaging can alter perception of side effects  In the experiment published in Science, participants were told they were taking part in a study to test out a new anti-itch cream. They were also told the anti-itch cream had the side effect of making people more sensitive to heat.  The experimenters wondered: Could they manipulate the power of the nocebo effect, and make participants feel more or less pain after using the cream by priming them with an expectation?  In placebo studies, more expensive, involved procedures in which participants are aware of the higher cost and complexity tend to produce a higher placebo response. The researchers here wondered if the same applied to nocebo.  Half the participants were led to believe the drug was expensive. How: It came in a sleek blue packaging and was called “Solestan” — reminiscent of the expensive brand-name drugs you may see advertised on TV.  The other half of the participants were led to believe they were testing an inexpensive generic cream called “Imotadil-LeniPharma Creme,” which came in ugly orange-and-white packaging. It’s giving me a rash just looking at it.  A survey found that the participants did, indeed, rate the blue-packaged drug as costing more than the one in the stripped-down packaging. But in reality, both creams were the same placebo schmear, which contained no active drug whatsoever.  To test the side effect question, the researchers spread some cream on the participants’ arms. Then they hooked up that patch of skin to a device that delivered some mild heat. To fool the participants, they also hooked up another patch of untreated skin to the same machine. But they only turned up the heat on the patch of skin that had the cream. This trick was to ensure that the participants believed they were experiencing the side effect.  Then the trials began. Participants in both the expensive and inexpensive cream groups were exposed to the exact same levels of heat. The scientists kept asking: How much did that hurt?  There was a big, clear, unmistakable difference. The participants who had the “expensive” cream thought it hurt a lot more.  And what’s more: The effect increased over time. The more participants used the “expensive” cream — the more trials they underwent in the study — the more pain they felt.  How is this possible?  Like the placebo effect, the nocebo effect is influenced by expectations. And that’s what the researchers think is happening here. People guess a more expensive medication should be more potent and lead to more skin problems.  “The most likely explanation is that participants infer that expensive medication contains a more potent and effective agent and, consequently, produces more side effects,” the researchers conclude.  Some researchers suspect the nocebo effect is partly fueling the gluten-free diet fad. People have developed a negative expectation that eating gluten will make them feel bad. And so it does, even though they may not have any biological gluten sensitivity.  What researchers have realized in the past two decades is that the placebo and nocebo effects don’t just change how we talk about symptoms. Neuroscience studies find evidence that they actually change the way we perceive pain in the brain. And that’s what the researchers in this latest Science paper found too. An fMRI scan of the participants’ brains and spinal cords (which processes our pain response) provided evidence that not only were these participants saying they felt more pain, but they were experiencing it differently too.  Given the real therapeutic power of the placebo effect, there’s been a small but growing thread of research looking into whether it can be harnessed to help treat diseases. It’s surprisingly promising. Through placebo conditioning, it may be possible to maintain the same level of drug effectiveness while taking less of the drug. Overall, this research forces doctors to consider that the context in which medicine is given can make a big difference in how people feel.  But it’s still hard to know the best way to harness the placebo effect and downplay the nocebo effect. This Science study shows the healing power of the placebo isn’t limitless — because where placebo lurks, nocebo may lurk too.",https://www.vox.com/science-and-health/2017/10/9/16435802/nocebo-effect-medicine-placebo
1803,10/9/17,,12,31,2099,"Columbus Memory Still Honored in Nation’s Capitol, Groups ‘On the Offensive’ to Defend his Legacy","Patriotic American organizations carried on the tradition, dating back to 1912, of honoring the memory of the discoverer of the New World at the Columbus Monument outside Washington, DC’s, Union Station, Monday.  The political climate surrounding the federal Columbus Day holiday and the memory of the man who sailed across the Atlantic did nothing to dampen the spirit of those who gathered to mark his achievements and significance.  “The only thing different was the weather,” J.P. McCusker, President of the National Christopher Columbus Association (NCCA) told  News, downplaying the impact of the recent controversies over Columbus’s legacy.  McCusker was also unfazed by calls by Antifa and other left-wing groups to disrupt what they wish to re-christen “Indigenous Peoples’ Day,” despite Park Service Police having told him they were stepping up security around Washington in light of recent vandalism incidents. “They’re trying to take history and rewrite it … they’re trying to make the heroes of yesterday the villains of today,” McCusker said of Columbus Day opponents.  The NCCA played the leading role in putting on the annual ceremony and was joined by, among others, the National Park Service, the Knights of Columbus, the Order Sons of Italy in America, the National Italian American Foundation, and the National Society Daughters of the American Revolution.  Statements were given by President Donald Trump and D.C. Mayor Muriel Bowser in recognition and support of the Columbus Day holiday for the crowd in front of the monument. A local Fairfax County, Virginia, high schooler read her contest-winning essay on hardships Columbus faced on his history-changing voyage without the benefit of modern maritime technology. The groups involved, as well as the ambassadors of Italy and Spain, where Columbus began his journey, later laid wreaths.  In recent weeks, the NCCA felt it necessary to launch a new website defending the legacy of Columbus in light of the escalation of the far-left’s campaign against traditional American history. McCusker told  News there was a “marked increase” in anti-Columbus agitation. “Columbus has been coming under attack for the last few years,” he said. “The oldest statue of Columbus in the world, in Baltimore, was vandalized, and we see other statues being vandalized.”  “We wanted to take the offensive. In years gone by we’ve been on the defensive,” McCusker explained. “When they’re accusing Columbus of genocide? He didn’t commit genocide. He’s accused of starting slavery. Slavery was in [the Americas] long before Columbus was … He’s being accused of things that just didn’t happen.”  McCusker preferred to focus on the undisputed, remarkable achievement that made Columbus famous and the American nation possible. “When he set sail, there were no navigational charts. He set out into the blue convinced that if he sailed west, he could get to the east … he brought to this hemisphere Christianity and he brought the Europeans … he started something that’s become the greatest country in the world.”  “We have nothing against the indigenous citizens,” McCusker concluded. “They want their day; we’re all for it. We just don’t want them to take Columbus Day.”",http://www.breitbart.com/big-government/2017/10/09/columbus-memory-still-honored-in-nations-capitol-groups-on-the-offensive-to-defend-his-legacy/
1820,10/9/17,,12,31,2099,BRILLIANT! President Trump Offers Congress Hard-Line Deal On Immigration…Shines Spotlight On Democrats' Agenda To Put Votes Before American Citizens ,"If Nancy Pelosi and Chuck Schumer were under the impression that they were leading the negotiations on DACA, the border wall and issues related to illegal immigration, that all changed today. The Democrats failure to protect our nation from criminals and terrorists, and to protect the earnings of hard-working Americans, will be laid bare for all to see if they don’t agree to President Trump’s latest proposal to Congress.  AP– President Donald Trump has told congressional leaders that his hard-line immigration priorities must be enacted in exchange for extending protection from deportation to hundreds of thousands of young immigrants, many of whom were brought to the U.S. illegally as children.  Trump’s list of demands included overhauling the country’s green-card system, a crackdown on unaccompanied minors entering the country, and building his promised wall along the southern border.    Many were policies Democrats have said explicitly are off the table and threaten to derail ongoing negotiations over legislation protecting young immigrants known as “Dreamers.” They had been given a reprieve from deportation and the ability to work legally in the country under President Barack Obama’s Deferred Action for Childhood Arrivals, or DACA, program, which Trump ended last month.        *    Email *  Name      In a letter to House and Senate leaders released by the White House Sunday, Trump said the priorities were the product of a “a bottom-up review of all immigration policies” that he had ordered “to determine what legislative reforms are essential for America’s economic and national security.  “These findings outline reforms that must be included as part of any legislation addressing the status of Deferred Action for Childhood Arrivals (DACA) recipients,” he wrote, adding that: “Without these reforms, illegal immigration and chain migration, which severely and unfairly burden American workers and taxpayers, will continue without end.”  Trump announced last month that he was ending the DACA program, but he gave Congress six months to come up with a legislative fix before recipients began to lose their status. Trump suggested at the time that he was eager for a deal, telling reporters, “I have a love for these people and hopefully now Congress will be able to help them and do it properly.”  He’d also tweeted that if Congress was unwilling to find a fix, he would “revisit this issue!” in six months. –",https://100percentfedup.com/brilliant-president-trump-offers-congress-hard-line-deal-immigrationshines-spotlight-democrats-agenda-put-votes-american-citizens/
1821,10/8/17,,12,31,2099,BREAKING NEWS: NFL Reporter Says Colin Kaepernick Will STAND For National Anthem If NFL Team Will Give Him A Job ,"NFL reporter Jason LaCanfora updated football fans about former San Francisco quarterback Colin Kaepernick who found himself without a job after he began kneeling during the playing of our national anthem before the games. Kaepernick kneeled to try to bring attention to the plight of Black Lives Matter, a group who’s placed a target on the backs of law enforcement, claiming they unfairly single out and target blacks. LaCanfora spoke on NFL Today host “J.B.” or James Brown about where Colin Kaepernick is today, and why he has remained silent during his quest to find a job in the NFL.  LaCanfora told J.B. that Kaepernick is “not planning on kneeling. He’s going to donate all of his sales from his jersey’s and he’s planning on standing for the anthems if given the opportunity to play again, J.B..”  After sitting down with Colin Kaepernick for several hours, @JasonLaCanfora says the QB is still actively trying to play in the NFL. pic.twitter.com/R9qTIZ7EQl — NFLonCBS (@NFLonCBS) October 8, 2017        *            When the news broke that Kaepernick was planning to stand for the anthem if he got a job working in the NFL again (where he could make millions of dollars), all hell broke loose on social media.  LaCanfora quickly attempted to retract what he clearly said during the interview.  Either CBS has removed LaCanfora’s story because it was deemed to be FAKE NEWS, or they just don’t want to cross the left by publishing a story that would completely discredit the Black Lives Matter movement, that has NFL players kneeling on the field and disrespecting our flag, when Colin Kaepernick, the guy who started the whole movement, is saying he’s willing to give it up if he can just be paid millions to play football again.  Here are screenshots from Google showing the link to the CBS story that’s been removed from their website:  Here’s how the link to the story looks when you click on it. The link tells the reader, “The page cannot be found”, which 9 out of 10 times, means the story has been removed:",https://100percentfedup.com/breaking-news-nfl-reporter-says-colin-kaepernick-will-stand-national-anthem-nfl-team-will-give-job/
1842,10/11/17,,12,31,2099,"Trump Tower meeting wasn't about Clinton 'dirt,' emails show","Email correspondence revealed Monday about a July 2016 meeting between Donald Trump Jr. and a Russian attorney at Trump Tower in New York City contradict previous reports.  The messages suggest that the meeting was not set up to pass on damaging information about Hillary Clinton on behalf of the Russian government.  Russian lawyer Natalia Veselnitskaya believed she was meeting President Donald Trump’s oldest son to discuss the Magnitsky Act, a 2012 sanction law aimed at top Russian officials, and did not have information on behalf of the Kremlin to pass on to the Trump campaign, according to the emails.  In an email chain between music publicist Rob Goldstone and Veselnitskaya, she asks to invite Russian-born lobbyist Rinat Akhmetshin to the meeting, saying he was “working to advance these issues with several congressmen,” the Wall Street Journal reported.  “He has invaluable knowledge about the positions held by the members of the Foreign Relations Committee that will be important to our discussion,” she adds. Akhmetshin has worked to overturn the Magnitsky Act.  Following a New York Times report in July, Trump Jr. was accused of taking the meeting, organized by Goldstone, knowing that the attorney had damaging information on Clinton coming from the Russian government.  Goldstone said at the time that he could set up a meeting to provide “very high level and sensitive information” compromising Clinton’s election chances as part of “Russia and its government’s support for Mr. Trump.”  “If it’s what you say, I love it,” Trump Jr. wrote in response to the request for the meeting.  Following the controversy, Don Jr. defended himself, saying Veselnitskaya did not have any information and in fact wanted to focus on other non-election-related issues. She echoed his view on multiple occasions, saying the Magnitsky Act -- a U.S. attempt to punish Russian officials after the death of a whistleblower -- had always been the reason for the meeting.  The emails were released by Scott Balber, an attorney for Aras Agalarov, who helped to organize the meeting with Trump Jr.  Balber said the emails were released to contradict Goldstone’s remarks and bolster the case that the meeting in fact had nothing to do with the Kremlin’s attempt to collude with the Trump campaign.  He also told the Journal that the Russian lawyer has been fighting the Magnitsky Act for years and reached out to numerous Russian authorities.  As part of her effort against the sanction law, she had a five-page set of talking points, including one reference to Clinton, suggesting a U.S. company, Ziff Brothers Investments, had avoided taxes in Russia and donated to the Democratic Party, possibly Clinton.",http://www.foxnews.com//politics/2017/10/11/trump-tower-meeting-wasnt-about-clinton-dirt-emails-show.html
1851,10/10/17,,12,31,2099,"BYE-BYE HARVEY! WEINSTEIN’S WIFE, Mother of His Young Kids Is LEAVING…Here’s What She’s Saying To The Victims ","Wow…The power of an audio tape. How quickly things changed for the billionaire mega-Democrat donor and Hollywood producer Harvey Weinstein. Just a few days ago, Harvey Weinstein was telling reporters that his wife, mother of his young children and designer, Georgina Chapman, was 100% behind him. It only took 3 rape allegations, multiple sexual assault accusations and his firing from his own company for his wife, the designer who is allegedly already fretting about the effects this pig will have on her business to leave him.  Harvey Weinstein’s wife, Georgina Chapman, has announced that she is leaving the movie mogul after a string of woman claimed that he had sexually harassed or assaulted her.  ‘My heart breaks for all the women who have suffered tremendous pain because of these unforgivable actions. I have chosen to leave my husband,’ she told People.    ‘Caring for my young children is my first priority and I ask the media for privacy at this time.’  To my wonderful husband…… #happyfathersday #weloveyou ❤️❤️❤️❤️❤️ A post shared by Georgina Chapman (@georginachapmanmarchesa) on Jun 18, 2017 at 7:49pm PDT        *          At the same time as Chapman made the announcement, Weinstein made a departure of his own – to Europe, by private jet.  There he will undergo therapy for sex addiction and behavioral issues, TMZ reported.  Weinstein also hopes that he will still be able to serve the Weinstein Company, from which he was fired by the board on Sunday, in some capacity.  His legal team are in talks with the company, and according to an insider, he ‘wants to come back with fresh, new ideas’.  Chapman, 41, met Weinstein, 65, in 2003 and they married four years later, going on to have two children, India Pearl, seven, and Dashiell Max Robert, four.  She is also the co-founder of high-end women’s fashion line Marchesa – and before the announcement of her split from Weinstein, sources said that she was struggling to save the brand from being tarnished by her husband’s allegations.  But leaving him might present other problems for the beleaguered British designer.  Another day playing dress up on @projectrunwayallstars..,Channeling a little Ginger #sharonstone #casino #projectrunwayallstars #bighair A post shared by Georgina Chapman (@georginachapmanmarchesa) on Aug 25, 2017 at 4:59pm PDT  A source told People that she is terrified that the line, which is loved by many of the women who have starred in her husband’s films, will founder without his help.  Glam squad….action! #projectrunwayallstars #bighair #glammakeup #marchesa A post shared by Georgina Chapman (@georginachapmanmarchesa) on Aug 24, 2017 at 5:18pm PDT  That’s because he – as one of the heaviest hitters in Hollywood – has access to the A-list stars that can keep the brand in the public eye.  Chapman posted this gorgeous picture of Nicole Kidman wearing her a dress from her fashion line:  Wow…the gorgeous @nicolekidman in the @hollywoodreporter!!! #marchesa #hollywoodreporter A post shared by Georgina Chapman (@georginachapmanmarchesa) on Jun 7, 2017 at 3:34pm PDT  Hollywood icon Bette Midler is seen wearing Marchesa here:  Thank you thank you @bettemidler for looking absolutely divine in custom #marchesa at the opening night of @hellodollybway!! #bettemidler #hellodolly A post shared by Georgina Chapman (@georginachapmanmarchesa) on Apr 21, 2017 at 6:34pm PDT  A TV fashion source said: ‘Harvey is the one with all the friends. It’s going to be a tough time for her and Marchesa’.  Shades of pink… Thank you darling @sophiabush and @normancook for looking stunning in #marchesa at tonight's @sagawards!!! #sags #sophiabush #kaleycuoco A post shared by Georgina Chapman (@georginachapmanmarchesa) on Jan 29, 2017 at 7:58pm PST  A New York fashion publicist who did not want to be named told the Hollywood reporter: ‘No star is ever going to want to wear the brand again.’  Another gorgeous shot of The Duchess in #marchesanotte… The look is available on @farfetch!!! #duchessofcambridge A post shared by Georgina Chapman (@georginachapmanmarchesa) on Apr 4, 2017 at 3:02pm PDT  Weinstein is good friends with Vogue editor Anna Wintour and the two have co-hosted fashion and Democratic political fundraising events.Chapman’s departure will likely come as a shock to Weinstein, who had boasted last week that his wife was ‘standing by me 100 percent’.  He has also said she will be one of the people to ‘kick my a**’ and help him become a better man.  The couple was yesterday said to be holed up in a Los Angeles hotel together.  The Weinstein controversy showed no signs of winding down on Tuesday, as several new actresses came forward to detail how Weinstein had assaulted them.  Angelina Jolie said that in 1998, when she was just 23 and promoting her film ‘Playing By Heart’, Weinstein made unwanted advances on her in a hotel room. – Daily Mail",https://100percentfedup.com/bye-bye-harvey-weinsteins-wife-mother-young-kids-leavingheres-shes-saying-victims/
1857,10/10/17,,12,31,2099,HILLARY FINALLY Makes Statement On Sexual Predator and Mega-Democrat Donor Harvey Weinstein…Gets DESTROYED By Bill Clinton Rape Accuser ,"After several days of silence, Hillary Clinton finally made a statement on the disgraced billionaire Hollywood movie producer and mega-Democrat donor, Harvey Weinstein. Well, actually Hillary really didn’t come out and make a statement, true to form, Hillary hid behind her former State Department communications director, Nick Merrill, as he posted a response on behalf of Hillary about the monster predator, and one of her top donors to her presidential campaign, the virulently anti-Trump, Harvey Weinstein.  Perhaps the delay in the statement was due to the pressure from Americans for Democrats to return or donate campaign contributions from the disgraced scumbag Hollywood kingpin.    From Deadline: Something in the neighborhood of $1.8 million was raised at Harvey Weinstein’s star-packed fundraiser for Hillary Clinton in New York City Monday night, sources tell Deadline. The event for 50 or so Clinton supporters at Weinstein’s Manhattan home drew some major Hollywood names, including Leonardo DiCaprio, Jennifer Lopez, Sarah Jessica Parker and Matthew Broderick, Candice Bergen, Bethenny Frankel and designers Vera Wang and Tory Burch.        *    Email *  Email      Don’t hold your breath waiting for Hillary to return the $1.8 million that Weinstein and his co-hosts Jennifer Lopez, Sarah Jessica Parker, Matthew Broderick and Leonardo DiCaprio raised for Crooked Hillary’s presidential campaign.  Here is the statement that Merrill released on behalf of the hiding Hillary:  Statement from Secretary Clinton on Harvey Weinstein: pic.twitter.com/L1l2wl9l0I — Nick Merrill (@NickMerrill) October 10, 2017  Funny, Hillary was not only silent about the rape Juanita Broaddrick claims her husband Bill committed, according to Broaddrick, Hillary went out of her way to silence her.  I was 35 years old when Bill Clinton, Ark. Attorney General raped me and Hillary tried to silence me. I am now 73….it never goes away. — Juanita Broaddrick (@atensnut) January 6, 2016  Broaddrick tweeted about Hillary’s silence on the sexual assault charges against Weinstein. Broaddrick suggested that perhaps Harvey Weinstein could now “spill about his pervert buddy, Bill Clinton.”  Hillary won't talk about Weinstein–kinda makes you wonder what HW could spill about his pervert buddy, Bill Clinton pic.twitter.com/OZY8bUPIYS — Juanita Broaddrick (@atensnut) October 10, 2017  Broaddrick didn’t just go after Hillary for her silence over serial sexual offender Bill Clinton, she DESTROYED Meryl Streep for supporting the “enabler of a rapist husband.”",https://100percentfedup.com/hillary-finally-makes-statement-sexual-predator-mega-democrat-donor-harvey-weinsteingets-destroyed-bill-clinton-rape-accuser/
